ID;Ano;UO (Cod);UG (Cod);UG Responsável (Cod);Programa (Cod);Programa;Ação (Cod);Ação;PO (Cod);PO;GND (Cod);GND;Elemento Despesa (Cod);Elemento Despesa;Sub-elemento Despesa (Cod);Sub-elemento Despesa;Ano Emissão Empenho;Empenho;PL;Dotação Inicial;Autorizado;Crédito Disponível;Empenhado;Liquidado;Pago;Despesa Executada;Contingenciamento;RP Proc Inscrito;RP Não-Proc Inscrito;RP Proc a Pagar;RP Não-Proc a Pagar;RP Proc Pago;RP Não-Proc Pago;RP Proc Cancelado;RP Não-Proc Cancelado
1;2018;24205;203001;NÃO INFORMADO;89;PREVIDÊNCIA DE INATIVOS E PENSIONISTAS DA UNIÃO;181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;0;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;1;PESSOAL E ENCARGOS SOCIAIS;1;APOSENTADORIAS RPPS, RESERVA REMUNERADA E REFORMAS;31900106;13 SALARIO - PESSOAL CIVIL;2018;2018.NE.203001.20402.000025;0;0;0;0;13535,23;13535,23;13535,23;13535,23;0;0;0;0;0;0;0;0;0
2;2018;24205;203001;NÃO INFORMADO;89;PREVIDÊNCIA DE INATIVOS E PENSIONISTAS DA UNIÃO;181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;0;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;1;PESSOAL E ENCARGOS SOCIAIS;1;APOSENTADORIAS RPPS, RESERVA REMUNERADA E REFORMAS;31900101;PROVENTOS - PESSOAL CIVIL;2018;2018.NE.203001.20402.000025;0;0;0;0;117752,55;117752,55;117752,55;117752,55;0;0;0;0;0;0;0;0;0
3;2018;24205;203001;NÃO INFORMADO;2106;PROGRAMA DE GESTÃO E MANUTENÇÃO DO MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES;2000;ADMINISTRACAO DA UNIDADE;2;OUTRAS DESPESAS ADMINISTRATIVAS;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33903901;ASSINATURAS DE PERIODICOS E ANUIDADES;2018;2018.NE.203001.20402.800019;0;0;0;0;389,22;389,22;389,22;389,22;0;0;0;0;0;0;0;0;0
4;2018;24205;203001;NÃO INFORMADO;2106;PROGRAMA DE GESTÃO E MANUTENÇÃO DO MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES;2000;ADMINISTRACAO DA UNIDADE;2;OUTRAS DESPESAS ADMINISTRATIVAS;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33903995;MANUT.CONS.EQUIP. DE  PROCESSAMENTO DE DADOS;2017;2017.NE.203001.20402.800014;0;0;0;0;0;0;0;0;0;0;3720;0;580;0;3140;0;0
5;2018;24205;203001;NÃO INFORMADO;2106;PROGRAMA DE GESTÃO E MANUTENÇÃO DO MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES;2000;ADMINISTRACAO DA UNIDADE;2;OUTRAS DESPESAS ADMINISTRATIVAS;4;INVESTIMENTOS;36;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;44903646;AQUISICAO DE SOFTWARES;2018;2018.NE.203001.20402.800027;0;0;0;0;27813,32;27813,32;27813,32;27813,32;0;0;0;0;0;0;0;0;0
6;2018;24205;203001;NÃO INFORMADO;2106;PROGRAMA DE GESTÃO E MANUTENÇÃO DO MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES;2000;ADMINISTRACAO DA UNIDADE;2;OUTRAS DESPESAS ADMINISTRATIVAS;3;OUTRAS DESPESAS CORRENTES;37;LOCACAO DE MAO-DE-OBRA;33903705;SERVICOS DE COPA E COZINHA;2018;2018.NE.203001.20402.800051;0;0;0;0;484635,52;369171,45;369171,45;484635,52;0;0;0;0;0;0;0;0;0
7;2018;24205;443001;NÃO INFORMADO;2106;PROGRAMA DE GESTÃO E MANUTENÇÃO DO MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES;2000;ADMINISTRACAO DA UNIDADE;2;OUTRAS DESPESAS ADMINISTRATIVAS;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33903943;SERVICOS DE ENERGIA ELETRICA;2018;2018.NE.443001.44205.800099;0;0;0;0;22988,72;19853,26;19853,26;22988,72;0;0;0;0;0;0;0;0;0
8;2018;24205;203001;NÃO INFORMADO;2106;PROGRAMA DE GESTÃO E MANUTENÇÃO DO MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES;20TP;ATIVOS CIVIS DA UNIAO;0;ATIVOS CIVIS DA UNIAO;1;PESSOAL E ENCARGOS SOCIAIS;11;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;31901136;GRATIFICACAO P/EXERCICIO DE CARGO EM COMISSAO;2018;2018.NE.203001.20402.000013;0;0;0;0;2740106,47;2740106,47;2510463,51;2740106,47;0;0;0;0;0;0;0;0;0
9;2018;24205;203001;NÃO INFORMADO;2106;PROGRAMA DE GESTÃO E MANUTENÇÃO DO MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES;2000;ADMINISTRACAO DA UNIDADE;1;CAPACITACAO DE SERVIDORES PUBLICOS FEDERAIS EM PROCESSO DE QUALIFICACAO E REQUALIFICACAO;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33903948;SERVICO DE SELECAO E TREINAMENTO;2018;2018.NE.203001.20402.800049;0;0;0;0;195284,4;73390,23;73390,23;195284,4;0;0;0;0;0;0;0;0;0
10;2018;24205;203001;NÃO INFORMADO;2106;PROGRAMA DE GESTÃO E MANUTENÇÃO DO MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES;2000;ADMINISTRACAO DA UNIDADE;1;CAPACITACAO DE SERVIDORES PUBLICOS FEDERAIS EM PROCESSO DE QUALIFICACAO E REQUALIFICACAO;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33903948;SERVICO DE SELECAO E TREINAMENTO;2017;2017.NE.203001.20402.800041;0;0;0;0;0;0;0;0;0;0;43546,59;0;29392,35;0;14154,24;0;0
11;2018;24205;203001;NÃO INFORMADO;2106;PROGRAMA DE GESTÃO E MANUTENÇÃO DO MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES;2000;ADMINISTRACAO DA UNIDADE;2;OUTRAS DESPESAS ADMINISTRATIVAS;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33903901;ASSINATURAS DE PERIODICOS E ANUIDADES;2018;2018.NE.203001.20402.800005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;2018;24205;203001;200239;2106;PROGRAMA DE GESTÃO E MANUTENÇÃO DO MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES;2000;ADMINISTRACAO DA UNIDADE;2;OUTRAS DESPESAS ADMINISTRATIVAS;3;OUTRAS DESPESAS CORRENTES;14;DIÁRIAS - CIVIL;33901414;DIARIAS NO PAIS;2018;2018.NE.203001.20402.000003;0;0;0;0;125157,68;125157,68;125157,68;125157,68;0;0;0;0;0;0;0;0;0
13;2018;24205;203001;NÃO INFORMADO;2106;PROGRAMA DE GESTÃO E MANUTENÇÃO DO MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES;2000;ADMINISTRACAO DA UNIDADE;2;OUTRAS DESPESAS ADMINISTRATIVAS;3;OUTRAS DESPESAS CORRENTES;30;MATERIAL DE CONSUMO;33903016;MATERIAL DE EXPEDIENTE;2017;2017.NE.203001.20402.800015;0;0;0;0;0;0;0;0;0;0;206,6;0;206,6;0;0;0;0
14;2018;24205;203001;200239;2106;PROGRAMA DE GESTÃO E MANUTENÇÃO DO MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES;2000;ADMINISTRACAO DA UNIDADE;2;OUTRAS DESPESAS ADMINISTRATIVAS;3;OUTRAS DESPESAS CORRENTES;14;DIÁRIAS - CIVIL;33901416;DIARIAS NO EXTERIOR;2018;2018.NE.203001.20402.000004;0;0;0;0;219055,48;219055,48;219055,48;219055,48;0;0;0;0;0;0;0;0;0
15;2018;24205;203001;200239;2106;PROGRAMA DE GESTÃO E MANUTENÇÃO DO MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES;2000;ADMINISTRACAO DA UNIDADE;2;OUTRAS DESPESAS ADMINISTRATIVAS;3;OUTRAS DESPESAS CORRENTES;33;PASSAGENS E DESPESAS COM LOCOMOCAO;33903301;PASSAGENS PARA O PAIS;2017;2017.NE.203001.20402.000027;0;0;0;0;0;0;0;0;0;0;20182,84;0;0;0;20182,84;0;0
16;2018;24205;443001;NÃO INFORMADO;2106;PROGRAMA DE GESTÃO E MANUTENÇÃO DO MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES;2000;ADMINISTRACAO DA UNIDADE;2;OUTRAS DESPESAS ADMINISTRATIVAS;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33903916;MANUTENCAO E CONSERV. DE BENS IMOVEIS;2017;2017.NE.443001.44205.800057;0;0;0;0;0;0;0;0;0;0;74311,37;0;0;0;74311,37;0;0
17;2018;24205;240106;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VC;DESENVOLVIMENTO, LANCAMENTO E OPERACAO DE SATELITES, COM A I;000B;DESENVOLVIMENTO E LANCAMENTO DO SATELITE SINO-BRASILEIRO CBERS-4A;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33903974;FRETES E TRANSPORTES DE ENCOMENDAS;2018;2018.NE.240106.00001.800052;0;0;0;0;177968,11;177968,11;177968,11;177968,11;0;0;0;0;0;0;0;0;0
18;2018;24205;203001;NÃO INFORMADO;2106;PROGRAMA DE GESTÃO E MANUTENÇÃO DO MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;1;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33903950;SERV.MEDICO-HOSPITAL.,ODONTOL.E LABORATORIAIS;2017;2017.NE.203001.20402.000037;0;0;0;0;0;0;0;0;0;0;23927,36;0;5044,35;0;18883,01;0;0
19;2018;24205;240106;240191;2056;POLÍTICA ESPACIAL;20VC;DESENVOLVIMENTO, LANCAMENTO E OPERACAO DE SATELITES, COM A I;000B;DESENVOLVIMENTO E LANCAMENTO DO SATELITE SINO-BRASILEIRO CBERS-4A;3;OUTRAS DESPESAS CORRENTES;14;DIÁRIAS - CIVIL;33901414;DIARIAS NO PAIS;2018;2018.NE.240106.00001.000015;0;0;0;0;7984,03;7984,03;7984,03;7984,03;0;0;0;0;0;0;0;0;0
20;2018;24205;240106;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VC;DESENVOLVIMENTO, LANCAMENTO E OPERACAO DE SATELITES, COM A I;5;DESENVOLVIMENTO DOS SATELITES DA SERIE AMAZONIA;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33903981;SERVICOS BANCARIOS;2018;2018.NE.240106.00001.000031;0;0;0;0;419,46;419,46;419,46;419,46;0;0;0;0;0;0;0;0;0
21;2018;24205;120627;120013;2056;POLÍTICA ESPACIAL;20V0;DESENVOLVIMENTO E LANCAMENTO DE FOGUETES SUBORBITAIS E DE VE;6;FUNCIONAMENTO E ATUALIZACAO DA INFRAESTRUTURA DE APOIO A VEICULOS ESPACIAIS;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33903982;SERVICOS DE CONTROLE AMBIENTAL;2018;2018.NE.120627.00001.800096;0;0;0;0;81630,06;81630,06;81630,06;81630,06;0;0;0;0;0;0;0;0;0
22;2018;24205;120627;120013;2056;POLÍTICA ESPACIAL;20V0;DESENVOLVIMENTO E LANCAMENTO DE FOGUETES SUBORBITAIS E DE VE;6;FUNCIONAMENTO E ATUALIZACAO DA INFRAESTRUTURA DE APOIO A VEICULOS ESPACIAIS;4;INVESTIMENTOS;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;44903917;MANUTENCAO E CONSERV. DE EQUIPAMENTOS;2018;2018.NE.120627.00001.800101;0;0;0;0;90435,69;90435,69;29161,54;90435,69;0;0;0;0;0;0;0;0;0
23;2018;24205;240106;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VC;DESENVOLVIMENTO, LANCAMENTO E OPERACAO DE SATELITES, COM A I;5;DESENVOLVIMENTO DOS SATELITES DA SERIE AMAZONIA;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33903974;FRETES E TRANSPORTES DE ENCOMENDAS;2018;2018.NE.240106.00001.800193;0;0;0;0;92034,67;92034,67;92034,67;92034,67;0;0;0;0;0;0;0;0;0
24;2018;24205;203001;NÃO INFORMADO;2106;PROGRAMA DE GESTÃO E MANUTENÇÃO DO MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES;2000;ADMINISTRACAO DA UNIDADE;1;CAPACITACAO DE SERVIDORES PUBLICOS FEDERAIS EM PROCESSO DE QUALIFICACAO E REQUALIFICACAO;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33903948;SERVICO DE SELECAO E TREINAMENTO;2018;2018.NE.203001.20402.800065;0;0;0;0;1990;1990;1990;1990;0;0;0;0;0;0;0;0;0
25;2018;24205;240106;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VC;DESENVOLVIMENTO, LANCAMENTO E OPERACAO DE SATELITES, COM A I;000B;DESENVOLVIMENTO E LANCAMENTO DO SATELITE SINO-BRASILEIRO CBERS-4A;3;OUTRAS DESPESAS CORRENTES;30;MATERIAL DE CONSUMO;33903029;MATERIAL P/ AUDIO, VIDEO E FOTO;2018;2018.NE.240106.00001.800205;0;0;0;0;1470;1470;1470;1470;0;0;0;0;0;0;0;0;0
26;2018;24205;240106;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VC;DESENVOLVIMENTO, LANCAMENTO E OPERACAO DE SATELITES, COM A I;000B;DESENVOLVIMENTO E LANCAMENTO DO SATELITE SINO-BRASILEIRO CBERS-4A;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33903974;FRETES E TRANSPORTES DE ENCOMENDAS;2018;2018.NE.240106.00001.800406;0;0;0;0;10017,09;10017,09;10017,09;10017,09;0;0;0;0;0;0;0;0;0
27;2018;24205;240106;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VC;DESENVOLVIMENTO, LANCAMENTO E OPERACAO DE SATELITES, COM A I;6;RASTREIO E CONTROLE DE SATELITES;3;OUTRAS DESPESAS CORRENTES;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ;33904007;MANUTENCAO CORRETIVA/ADAPTATIVA E SUSTENTACAO SOFTWARES;2018;2018.NE.240106.00001.800332;0;0;0;0;2312;2312;2312;2312;0;0;0;0;0;0;0;0;0
28;2018;24205;120016;120141;2056;POLÍTICA ESPACIAL;20V0;DESENVOLVIMENTO E LANCAMENTO DE FOGUETES SUBORBITAIS E DE VE;6;FUNCIONAMENTO E ATUALIZACAO DA INFRAESTRUTURA DE APOIO A VEICULOS ESPACIAIS;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33903916;MANUTENCAO E CONSERV. DE BENS IMOVEIS;2017;2017.NE.120016.00001.800486;0;0;0;0;0;0;0;0;0;0;71757;0;0;0;71757;0;0
29;2018;24205;240106;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VB;PESQUISA E DESENVOLVIMENTO DE TECNOLOGIAS PARA O SETOR ESPAC;9;PESQUISA E DESENVOLVIMENTO EM AERONOMIA, ASTROFISICA E GEOFISICA ESPACIAL;3;OUTRAS DESPESAS CORRENTES;47;"OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS
";33904722;CONTRIBUICAO P/ CUSTEIO DE ILUMINACAO PUBLICA;2018;2018.NE.240106.00001.800350;0;0;0;0;900;665,97;665,97;900;0;0;0;0;0;0;0;0;0
30;2018;24205;240106;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VB;PESQUISA E DESENVOLVIMENTO DE TECNOLOGIAS PARA O SETOR ESPAC;9;PESQUISA E DESENVOLVIMENTO EM AERONOMIA, ASTROFISICA E GEOFISICA ESPACIAL;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33903974;FRETES E TRANSPORTES DE ENCOMENDAS;2018;2018.NE.240106.00001.800391;0;0;0;0;4047,9;4047,9;4047,9;4047,9;0;0;0;0;0;0;0;0;0
31;2018;24205;120627;120013;2056;POLÍTICA ESPACIAL;7F40;IMPLANTACAO DO CENTRO ESPACIAL DE ALCANTARA - CEA;0;IMPLANTACAO DO CENTRO ESPACIAL DE ALCANTARA - CEA - DESPESAS DIVERSAS;4;INVESTIMENTOS;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;44903917;MANUTENCAO E CONSERV. DE EQUIPAMENTOS;2018;2018.NE.120627.00001.800147;0;0;0;0;570168,26;16966,56;0;570168,26;0;0;0;0;0;0;0;0;0
32;2018;24205;240106;240195;2056;POLÍTICA ESPACIAL;20VB;PESQUISA E DESENVOLVIMENTO DE TECNOLOGIAS PARA O SETOR ESPAC;9;PESQUISA E DESENVOLVIMENTO EM AERONOMIA, ASTROFISICA E GEOFISICA ESPACIAL;3;OUTRAS DESPESAS CORRENTES;14;DIÁRIAS - CIVIL;33901414;DIARIAS NO PAIS;2018;2018.NE.240106.00001.000066;0;0;0;0;20831,75;20831,75;20831,75;20831,75;0;0;0;0;0;0;0;0;0
33;2018;24205;240106;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VC;DESENVOLVIMENTO, LANCAMENTO E OPERACAO DE SATELITES, COM A I;000D;RECEPCAO, ARMAZENAMENTO, PROCESSAMENTO E DISTRIBUICAO DE DADOS DE SATELITES;3;OUTRAS DESPESAS CORRENTES;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ;33904011;SUPORTE DE INFRAESTRUTURA DE TIC;2018;2018.NE.240106.00001.800399;0;0;0;0;10877,9;10877,9;10877,9;10877,9;0;0;0;0;0;0;0;0;0
34;2018;24205;120631;120015;2056;POLÍTICA ESPACIAL;20V0;DESENVOLVIMENTO E LANCAMENTO DE FOGUETES SUBORBITAIS E DE VE;6;FUNCIONAMENTO E ATUALIZACAO DA INFRAESTRUTURA DE APOIO A VEICULOS ESPACIAIS;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33903916;MANUTENCAO E CONSERV. DE BENS IMOVEIS;2018;2018.NE.120631.00001.800335;0;0;0;0;33831;25334;25334;33831;0;0;0;0;0;0;0;0;0
35;2018;24205;240106;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VC;DESENVOLVIMENTO, LANCAMENTO E OPERACAO DE SATELITES, COM A I;6;RASTREIO E CONTROLE DE SATELITES;3;OUTRAS DESPESAS CORRENTES;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ;33904007;MANUTENCAO CORRETIVA/ADAPTATIVA E SUSTENTACAO SOFTWARES;2018;2018.NE.240106.00001.800339;0;0;0;0;2264;2264;2264;2264;0;0;0;0;0;0;0;0;0
36;2018;24205;240106;240196;2056;POLÍTICA ESPACIAL;20VC;DESENVOLVIMENTO, LANCAMENTO E OPERACAO DE SATELITES, COM A I;5;DESENVOLVIMENTO DOS SATELITES DA SERIE AMAZONIA;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33903969;SEGUROS EM GERAL;2018;2018.NE.240106.00001.800286;0;0;0;0;181,36;181,36;181,36;181,36;0;0;0;0;0;0;0;0;0
37;2018;24205;240106;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VB;PESQUISA E DESENVOLVIMENTO DE TECNOLOGIAS PARA O SETOR ESPAC;3;DESENVOLVIMENTO DE PRODUTOS E PROCESSOS INOVADORES PARA O SETOR ESPACIAL E SUAS APLICACOES;3;OUTRAS DESPESAS CORRENTES;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ;33904011;SUPORTE DE INFRAESTRUTURA DE TIC;2018;2018.NE.240106.00001.800396;0;0;0;0;937,75;937,75;937,75;937,75;0;0;0;0;0;0;0;0;0
38;2018;24205;240106;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VB;PESQUISA E DESENVOLVIMENTO DE TECNOLOGIAS PARA O SETOR ESPAC;8;PESQUISA, DESENVOLVIMENTO E INOVACAO NO CENTRO DE ESTUDO E MONITORAMENTO BRASILEIRO DO CLIMA ESPACIAL (EMBRACE);3;OUTRAS DESPESAS CORRENTES;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ;33904011;SUPORTE DE INFRAESTRUTURA DE TIC;2018;2018.NE.240106.00001.800398;0;0;0;0;107991,29;107991,29;107991,29;107991,29;0;0;0;0;0;0;0;0;0
39;2018;24205;203001;NÃO INFORMADO;2106;PROGRAMA DE GESTÃO E MANUTENÇÃO DO MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES;2000;ADMINISTRACAO DA UNIDADE;2;OUTRAS DESPESAS ADMINISTRATIVAS;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33903905;SERVICOS TECNICOS PROFISSIONAIS;2017;2017.NE.203001.20402.800062;0;0;0;0;0;0;0;0;0;0;10471,5;0;10471,5;0;0;0;0
40;2018;24205;240106;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VB;PESQUISA E DESENVOLVIMENTO DE TECNOLOGIAS PARA O SETOR ESPAC;3;DESENVOLVIMENTO DE PRODUTOS E PROCESSOS INOVADORES PARA O SETOR ESPACIAL E SUAS APLICACOES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33903943;SERVICOS DE ENERGIA ELETRICA;2018;2018.NE.240106.00001.800359;0;0;0;0;99000;99000;99000;99000;0;0;0;0;0;0;0;0;0
41;2018;24205;240106;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VB;PESQUISA E DESENVOLVIMENTO DE TECNOLOGIAS PARA O SETOR ESPAC;3;DESENVOLVIMENTO DE PRODUTOS E PROCESSOS INOVADORES PARA O SETOR ESPACIAL E SUAS APLICACOES;3;OUTRAS DESPESAS CORRENTES;30;MATERIAL DE CONSUMO;33903024;MATERIAL P/ MANUT.DE BENS IMOVEIS/INSTALACOES;2018;2018.NE.240106.00001.800526;0;0;0;0;600;600;600;600;0;0;0;0;0;0;0;0;0
42;2018;24205;120016;120141;2056;POLÍTICA ESPACIAL;20V0;DESENVOLVIMENTO E LANCAMENTO DE FOGUETES SUBORBITAIS E DE VE;6;FUNCIONAMENTO E ATUALIZACAO DA INFRAESTRUTURA DE APOIO A VEICULOS ESPACIAIS;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;44905235;MATERIAL DE TIC (PERMANENTE);2018;2018.NE.120016.00001.800843;0;0;0;0;62000;62000;62000;62000;0;0;0;0;0;0;0;0;0
43;2018;24205;240106;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VC;DESENVOLVIMENTO, LANCAMENTO E OPERACAO DE SATELITES, COM A I;5;DESENVOLVIMENTO DOS SATELITES DA SERIE AMAZONIA;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33903917;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;2018;2018.NE.240106.00001.800504;0;0;0;0;200851;200851;200851;200851;0;0;0;0;0;0;0;0;0
44;2018;24205;240106;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VC;DESENVOLVIMENTO, LANCAMENTO E OPERACAO DE SATELITES, COM A I;5;DESENVOLVIMENTO DOS SATELITES DA SERIE AMAZONIA;3;OUTRAS DESPESAS CORRENTES;30;MATERIAL DE CONSUMO;33903035;MATERIAL LABORATORIAL;2018;2018.NE.240106.00001.800444;0;0;0;0;150;150;150;150;0;0;0;0;0;0;0;0;0
45;2018;24205;240106;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VC;DESENVOLVIMENTO, LANCAMENTO E OPERACAO DE SATELITES, COM A I;5;DESENVOLVIMENTO DOS SATELITES DA SERIE AMAZONIA;3;OUTRAS DESPESAS CORRENTES;30;MATERIAL DE CONSUMO;33903028;MATERIAL DE PROTECAO E SEGURANCA;2018;2018.NE.240106.00001.800449;0;0;0;0;1218,65;1218,65;1218,65;1218,65;0;0;0;0;0;0;0;0;0
46;2018;24205;240106;240195;2056;POLÍTICA ESPACIAL;20VB;PESQUISA E DESENVOLVIMENTO DE TECNOLOGIAS PARA O SETOR ESPAC;8;PESQUISA, DESENVOLVIMENTO E INOVACAO NO CENTRO DE ESTUDO E MONITORAMENTO BRASILEIRO DO CLIMA ESPACIAL (EMBRACE);3;OUTRAS DESPESAS CORRENTES;14;DIÁRIAS - CIVIL;33901416;DIARIAS NO EXTERIOR;2018;2018.NE.240106.00001.000098;0;0;0;0;19052,17;19052,17;19052,17;19052,17;0;0;0;0;0;0;0;0;0
47;2018;24205;120016;120141;2056;POLÍTICA ESPACIAL;20V0;DESENVOLVIMENTO E LANCAMENTO DE FOGUETES SUBORBITAIS E DE VE;6;FUNCIONAMENTO E ATUALIZACAO DA INFRAESTRUTURA DE APOIO A VEICULOS ESPACIAIS;3;OUTRAS DESPESAS CORRENTES;30;MATERIAL DE CONSUMO;33903025;MATERIAL P/ MANUTENCAO DE BENS MOVEIS;2018;2018.NE.120016.00001.800909;0;0;0;0;16499;16499;16499;16499;0;0;0;0;0;0;0;0;0
48;2018;24205;240106;240189;2056;POLÍTICA ESPACIAL;20VB;PESQUISA E DESENVOLVIMENTO DE TECNOLOGIAS PARA O SETOR ESPAC;3;DESENVOLVIMENTO DE PRODUTOS E PROCESSOS INOVADORES PARA O SETOR ESPACIAL E SUAS APLICACOES;3;OUTRAS DESPESAS CORRENTES;14;DIÁRIAS - CIVIL;33901414;DIARIAS NO PAIS;2018;2018.NE.240106.00001.000131;0;0;0;0;5676,26;5676,26;5676,26;5676,26;0;0;0;0;0;0;0;0;0
