ID;Ano;UO (Cod);UG (Cod);UG Responsável (Cod);Programa (Cod);Programa;Ação (Cod);Ação;PO (Cod);PO;GND (Cod);GND;Elemento Despesa (Cod);Elemento Despesa;Sub-elemento Despesa (Cod);Sub-elemento Despesa;Ano Emissão Empenho;Empenho;PL;Dotação Inicial;Autorizado;Crédito Disponível;Empenhado;Liquidado;Pago;Despesa Executada;Contingenciamento;RP Proc Inscrito;RP Não-Proc Inscrito;RP Proc a Pagar;RP Não-Proc a Pagar;RP Proc Pago;RP Não-Proc Pago;RP Proc Cancelado;RP Não-Proc Cancelado
228;2018;24205;240106;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VC;DESENVOLVIMENTO, LANCAMENTO E OPERACAO DE SATELITES, COM A I;000B;DESENVOLVIMENTO E LANCAMENTO DO SATELITE SINO-BRASILEIRO CBERS-4A;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;44905241;EQUIPAMENTOS DE TIC - COMPUTADORES;2018;2018.NE.240106.00001.801633;0;0;0;0;25200;0;0;25200;0;0;0;0;0;0;0;0;0
229;2018;24205;120631;120015;2056;POLÍTICA ESPACIAL;20VB;PESQUISA E DESENVOLVIMENTO DE TECNOLOGIAS PARA O SETOR ESPAC;7;DESENVOLVIMENTO DE COMPETENCIAS E CAPITAL HUMANO PARA O SETOR ESPACIAL;3;OUTRAS DESPESAS CORRENTES;30;MATERIAL DE CONSUMO;33903016;MATERIAL DE EXPEDIENTE;2017;2017.NE.120631.00001.802270;0;0;0;0;0;0;0;0;0;0;3,7;0;0;0;0;0;3,7
230;2018;24205;120627;120013;2056;POLÍTICA ESPACIAL;20V0;DESENVOLVIMENTO E LANCAMENTO DE FOGUETES SUBORBITAIS E DE VE;6;FUNCIONAMENTO E ATUALIZACAO DA INFRAESTRUTURA DE APOIO A VEICULOS ESPACIAIS;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33903916;MANUTENCAO E CONSERV. DE BENS IMOVEIS;2017;2017.NE.120627.00001.801109;0;0;0;0;0;0;0;0;0;0;32781;0;0;0;32781;0;0
231;2018;24205;203001;NÃO INFORMADO;2106;PROGRAMA DE GESTÃO E MANUTENÇÃO DO MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;1;ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DE SERVIDORES CIVIS E DE EMPREGADOS;3;OUTRAS DESPESAS CORRENTES;8;OUTROS BENEFÍCIOS ASSISTENCIAIS DO SERVIDOR E DO MILITAR;NÃO APLICÁVEL;NÃO APLICÁVEL;;NÃO APLICÁVEL;0;54569,5;54569,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
232;2018;24205;240106;240199;2056;POLÍTICA ESPACIAL;20VB;PESQUISA E DESENVOLVIMENTO DE TECNOLOGIAS PARA O SETOR ESPAC;000A;PESQUISA, APLICACOES E DESENVOLVIMENTO TECNOLOGICO EM OBSERVACAO DA TERRA;3;OUTRAS DESPESAS CORRENTES;33;PASSAGENS E DESPESAS COM LOCOMOCAO;NÃO APLICÁVEL;NÃO APLICÁVEL;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
233;2018;24205;240106;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VC;DESENVOLVIMENTO, LANCAMENTO E OPERACAO DE SATELITES, COM A I;5;DESENVOLVIMENTO DOS SATELITES DA SERIE AMAZONIA;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;44905230;MAQUINAS E EQUIPAMENTOS ENERGETICOS;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
234;2018;24205;240106;240199;2056;POLÍTICA ESPACIAL;20VB;PESQUISA E DESENVOLVIMENTO DE TECNOLOGIAS PARA O SETOR ESPAC;000A;PESQUISA, APLICACOES E DESENVOLVIMENTO TECNOLOGICO EM OBSERVACAO DA TERRA;3;OUTRAS DESPESAS CORRENTES;36;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;33903602;DIARIAS A COLABORADORES EVENTUAIS NO PAIS;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
235;2018;24205;240106;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VC;DESENVOLVIMENTO, LANCAMENTO E OPERACAO DE SATELITES, COM A I;5;DESENVOLVIMENTO DOS SATELITES DA SERIE AMAZONIA;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;44905228;MAQUINAS E EQUIPAMENTOS DE NATUREZA INDUSTRIAL;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
236;2018;24205;240106;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VC;DESENVOLVIMENTO, LANCAMENTO E OPERACAO DE SATELITES, COM A I;1;FUNCIONAMENTO E ATUALIZACAO DO LABORATORIO DE INTEGRACAO E TESTES;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;44905233;EQUIPAMENTOS PARA AUDIO, VIDEO E FOTO;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
237;2018;24205;203001;120013;2056;POLÍTICA ESPACIAL;20V0;DESENVOLVIMENTO E LANCAMENTO DE FOGUETES SUBORBITAIS E DE VE;6;FUNCIONAMENTO E ATUALIZACAO DA INFRAESTRUTURA DE APOIO A VEICULOS ESPACIAIS;3;OUTRAS DESPESAS CORRENTES;14;DIÁRIAS - CIVIL;NÃO APLICÁVEL;NÃO APLICÁVEL;;NÃO APLICÁVEL;0;20767,14;20767,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0
238;2018;24205;153164;153607;2056;POLÍTICA ESPACIAL;20VB;PESQUISA E DESENVOLVIMENTO DE TECNOLOGIAS PARA O SETOR ESPAC;7;DESENVOLVIMENTO DE COMPETENCIAS E CAPITAL HUMANO PARA O SETOR ESPACIAL;3;OUTRAS DESPESAS CORRENTES;14;DIÁRIAS - CIVIL;33901416;DIARIAS NO EXTERIOR;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
239;2018;24205;203001;NÃO INFORMADO;2106;PROGRAMA DE GESTÃO E MANUTENÇÃO DO MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES;2000;ADMINISTRACAO DA UNIDADE;2;OUTRAS DESPESAS ADMINISTRATIVAS;3;OUTRAS DESPESAS CORRENTES;41;CONTRIBUICOES;NÃO APLICÁVEL;NÃO APLICÁVEL;;NÃO APLICÁVEL;0;9490,24;9490,24;0;0;0;0;0;0;0;0;0;0;0;0;0;0
240;2018;24205;203001;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VC;DESENVOLVIMENTO, LANCAMENTO E OPERACAO DE SATELITES, COM A I;5;DESENVOLVIMENTO DOS SATELITES DA SERIE AMAZONIA;3;OUTRAS DESPESAS CORRENTES;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ;NÃO APLICÁVEL;NÃO APLICÁVEL;;NÃO APLICÁVEL;0;675274,39;675274,39;0;0;0;0;0;0;0;0;0;0;0;0;0;0
241;2018;24205;120016;120141;2056;POLÍTICA ESPACIAL;20VB;PESQUISA E DESENVOLVIMENTO DE TECNOLOGIAS PARA O SETOR ESPAC;4;PESQUISA E DESENVOLVIMENTO EM TECNOLOGIAS ASSOCIADAS A VEICULOS ESPACIAIS;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;44905228;MAQUINAS E EQUIPAMENTOS DE NATUREZA INDUSTRIAL;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
242;2018;24205;240106;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VB;PESQUISA E DESENVOLVIMENTO DE TECNOLOGIAS PARA O SETOR ESPAC;9;PESQUISA E DESENVOLVIMENTO EM AERONOMIA, ASTROFISICA E GEOFISICA ESPACIAL;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33903992;SERVICOS DE PUBLICIDADE INSTITUCIONAL;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
243;2018;24205;203001;NÃO INFORMADO;2106;PROGRAMA DE GESTÃO E MANUTENÇÃO DO MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES;2000;ADMINISTRACAO DA UNIDADE;2;OUTRAS DESPESAS ADMINISTRATIVAS;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33903947;SERVICOS DE COMUNICACAO EM GERAL;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
244;2018;24205;203001;240196;2056;POLÍTICA ESPACIAL;20VC;DESENVOLVIMENTO, LANCAMENTO E OPERACAO DE SATELITES, COM A I;5;DESENVOLVIMENTO DOS SATELITES DA SERIE AMAZONIA;3;OUTRAS DESPESAS CORRENTES;33;PASSAGENS E DESPESAS COM LOCOMOCAO;NÃO APLICÁVEL;NÃO APLICÁVEL;;NÃO APLICÁVEL;0;23094,93;23094,93;0;0;0;0;0;0;0;0;0;0;0;0;0;0
245;2018;24205;203001;NÃO INFORMADO;2106;PROGRAMA DE GESTÃO E MANUTENÇÃO DO MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES;2000;ADMINISTRACAO DA UNIDADE;2;OUTRAS DESPESAS ADMINISTRATIVAS;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33903948;SERVICO DE SELECAO E TREINAMENTO;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
246;2018;24205;203001;NÃO APLICÁVEL;2056;POLÍTICA ESPACIAL;20VB;PESQUISA E DESENVOLVIMENTO DE TECNOLOGIAS PARA O SETOR ESPAC;000B;PESQUISA E DESENVOLVIMENTO DE SUBSISTEMAS PARA SATELITES;3;OUTRAS DESPESAS CORRENTES;0;[A DETALHAR];NÃO APLICÁVEL;NÃO APLICÁVEL;;NÃO APLICÁVEL;110000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
247;2018;24205;203001;NÃO APLICÁVEL;910;OPERAÇÕES ESPECIAIS: GESTÃO DA PARTICIPAÇÃO EM ORGANISMOS E ENTIDADES NACIONAIS E INTERNACIONAIS;00OQ;CONTRIBUICOES A ORGANISMOS INTERNACIONAIS SEM EXIGENCIA DE P;1;CONTRIBUICAO A FEDERACAO INTERNACIONAL DE ASTRONAUTICA - FIA (MCTI);3;OUTRAS DESPESAS CORRENTES;0;[A DETALHAR];NÃO APLICÁVEL;NÃO APLICÁVEL;;NÃO APLICÁVEL;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
248;2018;24205;120016;120143;2056;POLÍTICA ESPACIAL;20V0;DESENVOLVIMENTO E LANCAMENTO DE FOGUETES SUBORBITAIS E DE VE;7;IMPLANTACAO E OPERACAO DO SISTEMA DE METROLOGIA, NORMALIZACAO E CERTIFICACAO PARA A AREA ESPACIAL;3;OUTRAS DESPESAS CORRENTES;15;DIARIAS - MILITAR;33901514;DIARIAS NO PAIS;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
249;2018;24205;203001;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VC;DESENVOLVIMENTO, LANCAMENTO E OPERACAO DE SATELITES, COM A I;5;DESENVOLVIMENTO DOS SATELITES DA SERIE AMAZONIA;3;OUTRAS DESPESAS CORRENTES;14;DIÁRIAS - CIVIL;NÃO APLICÁVEL;NÃO APLICÁVEL;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250;2018;24205;120093;120141;2056;POLÍTICA ESPACIAL;20VB;PESQUISA E DESENVOLVIMENTO DE TECNOLOGIAS PARA O SETOR ESPAC;4;PESQUISA E DESENVOLVIMENTO EM TECNOLOGIAS ASSOCIADAS A VEICULOS ESPACIAIS;3;OUTRAS DESPESAS CORRENTES;14;DIÁRIAS - CIVIL;33901416;DIARIAS NO EXTERIOR;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
251;2018;24205;240106;240195;2056;POLÍTICA ESPACIAL;20VB;PESQUISA E DESENVOLVIMENTO DE TECNOLOGIAS PARA O SETOR ESPAC;8;PESQUISA, DESENVOLVIMENTO E INOVACAO NO CENTRO DE ESTUDO E MONITORAMENTO BRASILEIRO DO CLIMA ESPACIAL (EMBRACE);3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33903969;SEGUROS EM GERAL;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
252;2018;24205;203001;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20V0;DESENVOLVIMENTO E LANCAMENTO DE FOGUETES SUBORBITAIS E DE VE;6;FUNCIONAMENTO E ATUALIZACAO DA INFRAESTRUTURA DE APOIO A VEICULOS ESPACIAIS;4;INVESTIMENTOS;0;[A DETALHAR];NÃO APLICÁVEL;NÃO APLICÁVEL;;NÃO APLICÁVEL;0;147578,15;3133,15;2992,76;0;0;0;0;0;0;0;0;0;0;0;0;0
253;2018;24205;153164;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VB;PESQUISA E DESENVOLVIMENTO DE TECNOLOGIAS PARA O SETOR ESPAC;7;DESENVOLVIMENTO DE COMPETENCIAS E CAPITAL HUMANO PARA O SETOR ESPACIAL;3;OUTRAS DESPESAS CORRENTES;0;[A DETALHAR];NÃO APLICÁVEL;NÃO APLICÁVEL;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
254;2018;24205;240106;240189;2056;POLÍTICA ESPACIAL;20VB;PESQUISA E DESENVOLVIMENTO DE TECNOLOGIAS PARA O SETOR ESPAC;3;DESENVOLVIMENTO DE PRODUTOS E PROCESSOS INOVADORES PARA O SETOR ESPACIAL E SUAS APLICACOES;3;OUTRAS DESPESAS CORRENTES;14;DIÁRIAS - CIVIL;33901414;DIARIAS NO PAIS;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
255;2018;24205;203001;NÃO INFORMADO;2106;PROGRAMA DE GESTÃO E MANUTENÇÃO DO MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES;2000;ADMINISTRACAO DA UNIDADE;2;OUTRAS DESPESAS ADMINISTRATIVAS;4;INVESTIMENTOS;51;OBRAS E INSTALACOES;44905180;ESTUDOS E PROJETOS;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
256;2018;24205;240106;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VC;DESENVOLVIMENTO, LANCAMENTO E OPERACAO DE SATELITES, COM A I;000D;RECEPCAO, ARMAZENAMENTO, PROCESSAMENTO E DISTRIBUICAO DE DADOS DE SATELITES;3;OUTRAS DESPESAS CORRENTES;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ;33904007;MANUTENCAO CORRETIVA/ADAPTATIVA E SUSTENTACAO SOFTWARES;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
257;2018;24205;203001;120013;2056;POLÍTICA ESPACIAL;20V0;DESENVOLVIMENTO E LANCAMENTO DE FOGUETES SUBORBITAIS E DE VE;6;FUNCIONAMENTO E ATUALIZACAO DA INFRAESTRUTURA DE APOIO A VEICULOS ESPACIAIS;3;OUTRAS DESPESAS CORRENTES;15;DIARIAS - MILITAR;NÃO APLICÁVEL;NÃO APLICÁVEL;;NÃO APLICÁVEL;0;81150,71;81150,71;0;0;0;0;0;0;0;0;0;0;0;0;0;0
258;2018;24205;240106;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VC;DESENVOLVIMENTO, LANCAMENTO E OPERACAO DE SATELITES, COM A I;1;FUNCIONAMENTO E ATUALIZACAO DO LABORATORIO DE INTEGRACAO E TESTES;3;OUTRAS DESPESAS CORRENTES;30;MATERIAL DE CONSUMO;NÃO APLICÁVEL;NÃO APLICÁVEL;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
259;2018;24205;120016;120141;2056;POLÍTICA ESPACIAL;20V0;DESENVOLVIMENTO E LANCAMENTO DE FOGUETES SUBORBITAIS E DE VE;1;DESENVOLVIMENTO E LANCAMENTO DE FOGUETES SUBORBITAIS;4;INVESTIMENTOS;42;AUXILIOS;44504202;INSTITUICOES DE PESQ. E DESENVOLV.TECNOLOGICO;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
260;2018;24205;203001;NÃO INFORMADO;910;OPERAÇÕES ESPECIAIS: GESTÃO DA PARTICIPAÇÃO EM ORGANISMOS E ENTIDADES NACIONAIS E INTERNACIONAIS;00OQ;CONTRIBUICOES A ORGANISMOS INTERNACIONAIS SEM EXIGENCIA DE P;1;CONTRIBUICAO A FEDERACAO INTERNACIONAL DE ASTRONAUTICA - FIA (MCTI);3;OUTRAS DESPESAS CORRENTES;41;CONTRIBUICOES;NÃO APLICÁVEL;NÃO APLICÁVEL;;NÃO APLICÁVEL;0;8909;8909;0;0;0;0;0;0;0;0;0;0;0;0;0;0
261;2018;24205;120627;120013;2056;POLÍTICA ESPACIAL;20V0;DESENVOLVIMENTO E LANCAMENTO DE FOGUETES SUBORBITAIS E DE VE;6;FUNCIONAMENTO E ATUALIZACAO DA INFRAESTRUTURA DE APOIO A VEICULOS ESPACIAIS;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33903917;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
262;2018;24205;240106;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VC;DESENVOLVIMENTO, LANCAMENTO E OPERACAO DE SATELITES, COM A I;000D;RECEPCAO, ARMAZENAMENTO, PROCESSAMENTO E DISTRIBUICAO DE DADOS DE SATELITES;3;OUTRAS DESPESAS CORRENTES;40;SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ;NÃO APLICÁVEL;NÃO APLICÁVEL;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
263;2018;24205;443001;NÃO INFORMADO;2106;PROGRAMA DE GESTÃO E MANUTENÇÃO DO MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES;2000;ADMINISTRACAO DA UNIDADE;2;OUTRAS DESPESAS ADMINISTRATIVAS;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;NÃO APLICÁVEL;NÃO APLICÁVEL;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
264;2018;24205;240106;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VC;DESENVOLVIMENTO, LANCAMENTO E OPERACAO DE SATELITES, COM A I;000B;DESENVOLVIMENTO E LANCAMENTO DO SATELITE SINO-BRASILEIRO CBERS-4A;3;OUTRAS DESPESAS CORRENTES;30;MATERIAL DE CONSUMO;33903028;MATERIAL DE PROTECAO E SEGURANCA;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
265;2018;24205;443003;NÃO INFORMADO;2106;PROGRAMA DE GESTÃO E MANUTENÇÃO DO MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES;2000;ADMINISTRACAO DA UNIDADE;2;OUTRAS DESPESAS ADMINISTRATIVAS;3;OUTRAS DESPESAS CORRENTES;37;LOCACAO DE MAO-DE-OBRA;NÃO APLICÁVEL;NÃO APLICÁVEL;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
266;2018;24205;240106;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VC;DESENVOLVIMENTO, LANCAMENTO E OPERACAO DE SATELITES, COM A I;000D;RECEPCAO, ARMAZENAMENTO, PROCESSAMENTO E DISTRIBUICAO DE DADOS DE SATELITES;3;OUTRAS DESPESAS CORRENTES;47;"OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS
";33904722;CONTRIBUICAO P/ CUSTEIO DE ILUMINACAO PUBLICA;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
267;2018;24205;120999;120141;2056;POLÍTICA ESPACIAL;20VB;PESQUISA E DESENVOLVIMENTO DE TECNOLOGIAS PARA O SETOR ESPAC;4;PESQUISA E DESENVOLVIMENTO EM TECNOLOGIAS ASSOCIADAS A VEICULOS ESPACIAIS;3;OUTRAS DESPESAS CORRENTES;14;DIÁRIAS - CIVIL;NÃO APLICÁVEL;NÃO APLICÁVEL;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
268;2018;24205;203001;NÃO INFORMADO;89;PREVIDÊNCIA DE INATIVOS E PENSIONISTAS DA UNIÃO;181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;0;APOSENTADORIAS E PENSOES CIVIS DA UNIAO;1;PESSOAL E ENCARGOS SOCIAIS;1;APOSENTADORIAS RPPS, RESERVA REMUNERADA E REFORMAS;31900106;13 SALARIO - PESSOAL CIVIL;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
269;2018;24205;203001;NÃO INFORMADO;2106;PROGRAMA DE GESTÃO E MANUTENÇÃO DO MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES;2000;ADMINISTRACAO DA UNIDADE;2;OUTRAS DESPESAS ADMINISTRATIVAS;3;OUTRAS DESPESAS CORRENTES;37;LOCACAO DE MAO-DE-OBRA;33903701;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270;2018;24205;203001;150242;2056;POLÍTICA ESPACIAL;20VB;PESQUISA E DESENVOLVIMENTO DE TECNOLOGIAS PARA O SETOR ESPAC;7;DESENVOLVIMENTO DE COMPETENCIAS E CAPITAL HUMANO PARA O SETOR ESPACIAL;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;NÃO APLICÁVEL;NÃO APLICÁVEL;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
271;2018;24205;240106;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VB;PESQUISA E DESENVOLVIMENTO DE TECNOLOGIAS PARA O SETOR ESPAC;8;PESQUISA, DESENVOLVIMENTO E INOVACAO NO CENTRO DE ESTUDO E MONITORAMENTO BRASILEIRO DO CLIMA ESPACIAL (EMBRACE);3;OUTRAS DESPESAS CORRENTES;0;[A DETALHAR];NÃO APLICÁVEL;NÃO APLICÁVEL;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
272;2018;24205;203001;NÃO APLICÁVEL;2106;PROGRAMA DE GESTÃO E MANUTENÇÃO DO MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES;212B;BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MI;1;ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DE SERVIDORES CIVIS E DE EMPREGADOS;3;OUTRAS DESPESAS CORRENTES;0;[A DETALHAR];NÃO APLICÁVEL;NÃO APLICÁVEL;;NÃO APLICÁVEL;55051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
273;2018;24205;203001;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VC;DESENVOLVIMENTO, LANCAMENTO E OPERACAO DE SATELITES, COM A I;2;DESENVOLVIMENTO E LANCAMENTO DE SATELITES CIENTIFICOS;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;NÃO APLICÁVEL;NÃO APLICÁVEL;;NÃO APLICÁVEL;0;88000;88000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
274;2018;24205;120016;120141;2056;POLÍTICA ESPACIAL;20V0;DESENVOLVIMENTO E LANCAMENTO DE FOGUETES SUBORBITAIS E DE VE;6;FUNCIONAMENTO E ATUALIZACAO DA INFRAESTRUTURA DE APOIO A VEICULOS ESPACIAIS;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;33903978;LIMPEZA E CONSERVACAO;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
275;2018;24205;203001;240106;2106;PROGRAMA DE GESTÃO E MANUTENÇÃO DO MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES;2000;ADMINISTRACAO DA UNIDADE;2;OUTRAS DESPESAS ADMINISTRATIVAS;3;OUTRAS DESPESAS CORRENTES;37;LOCACAO DE MAO-DE-OBRA;NÃO APLICÁVEL;NÃO APLICÁVEL;;NÃO APLICÁVEL;0;119369;119369;0;0;0;0;0;0;0;0;0;0;0;0;0;0
276;2018;24205;240106;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VB;PESQUISA E DESENVOLVIMENTO DE TECNOLOGIAS PARA O SETOR ESPAC;9;PESQUISA E DESENVOLVIMENTO EM AERONOMIA, ASTROFISICA E GEOFISICA ESPACIAL;4;INVESTIMENTOS;52;EQUIPAMENTOS E MATERIAL PERMANENTE;44905238;MAQ., FERRAMENTAS  E  UTENSILIOS  DE  OFICINA;;NÃO APLICÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
277;2018;24205;203001;240106;2056;POLÍTICA ESPACIAL;20VB;PESQUISA E DESENVOLVIMENTO DE TECNOLOGIAS PARA O SETOR ESPAC;3;DESENVOLVIMENTO DE PRODUTOS E PROCESSOS INOVADORES PARA O SETOR ESPACIAL E SUAS APLICACOES;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;NÃO APLICÁVEL;NÃO APLICÁVEL;;NÃO APLICÁVEL;0;296500;296500;0;0;0;0;0;0;0;0;0;0;0;0;0;0
278;2018;24205;203001;NÃO INFORMADO;2056;POLÍTICA ESPACIAL;20VB;PESQUISA E DESENVOLVIMENTO DE TECNOLOGIAS PARA O SETOR ESPAC;000A;PESQUISA, APLICACOES E DESENVOLVIMENTO TECNOLOGICO EM OBSERVACAO DA TERRA;3;OUTRAS DESPESAS CORRENTES;39;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;NÃO APLICÁVEL;NÃO APLICÁVEL;;NÃO APLICÁVEL;0;87417,64;87417,64;0;0;0;0;0;0;0;0;0;0;0;0;0;0
